ratio,np,label,angle,excentricitat,elongacio,compacitat
1.33530118158719,6,BotodOr,69,1.0087287095891,0.991346821493113,21.9330642772512
1.26365350845551,8,BotodOr,72,1.06893970270532,0.935506462590131,15.1378446882969
1.43343003753722,5,BotodOr,73,1.09995904754909,0.909124755351744,15.9774496086747
1.12111720582803,5,BotodOr,76,1.06353957100161,0.940256505038388,15.3147649319398
1.23168487480602,7,BotodOr,76,1.19492365990478,0.836873545611847,13.7111504955384
1.26838989333389,5,BotodOr,72,1.20178353972912,0.832096602209576,44.7038603677813
1.84513884099808,6,BotodOr,66,1.31066658950089,0.762970543394114,26.3348161020906
1.27271776643977,7,BotodOr,80,1.19717036139893,0.835303004688049,12.479609273038
1.44630205131339,5,BotodOr,72,1.50919065863951,0.662606804697207,36.0320105966113
1.14900716114347,7,BotodOr,68,1.26555156038193,0.790169307442688,11.5812506347345
1.15232004476226,7,BotodOr,79,1.01171830366569,0.988417424471578,11.5927163834715
1.41277382215844,7,BotodOr,73,1.23710525908118,0.808338654014551,14.1831642074235
1.41882719612035,5,BotodOr,82,1.03541789514276,0.965793622740244,12.7253266581068
1.26458429602932,10,BotodOr,83,1.09201489025326,0.915738428958672,18.6451191732874
1.38052892559751,7,BotodOr,83,1.05394784729122,0.948813551420144,11.362043526374
1.45123155273464,5,BotodOr,84,1.08411826265892,0.922408591796423,17.2319572653578
1.21838117307733,8,BotodOr,81,1.1917094438617,0.839130716930065,11.2882402622057
1.18489331151604,6,BotodOr,66,1.01220587540219,1.01220587540219,15.4743385316278
1.3389674111235,6,BotodOr,81,1.16333474306462,1.16333474306462,13.4404174002662
1.55482628093849,4,BotodOr,77,1.35118747538593,1.35118747538593,21.0324151234568
1.22701915388348,6,BotodOr,79,1.12136937129897,0.8917668215261,25.9252588173364
1.25568571285036,7,BotodOr,73,1.05085643547597,0.951604773250561,14.6593718592965
1.14510213022022,6,BotodOr,81,1.12579292822869,1.12579292822869,12.2719646328797
1.2455129023969,8,BotodOr,76,1.1677773126495,0.856327648403412,18.1628757828323
1.16103859773219,9,BotodOr,71,1.02125626298369,0.979186161442391,24.2773768555139
1.39537712733553,7,BotodOr,72,1.23649324852935,0.808738746604055,16.3099025958807
1.20100736655716,5,BotodOr,68,1.20130228911614,0.832429946284174,13.2690646334097
1.16983465577713,9,BotodOr,69,1.43851756516211,0.695160089955041,12.0990508966741
1.26344252636867,8,BotodOr,74,1.16797673824931,0.856181435170452,18.4272072478069
1.32090761316134,7,BotodOr,67,1.21525317798865,0.822873799560918,28.8460413593188
1.46642241803849,6,BotodOr,64,1.19740884483419,0.83513664051686,16.1995055246932
1.26229586985409,6,BotodOr,81,1.48080724493177,0.675307338900867,20.8869779440816
1.21626607486898,5,BotodOr,87,1.07379371066989,0.931277572277962,25.294695916325
1.15666650017904,7,BotodOr,83,1.14465090651509,0.873628801854113,25.425090025961
1.24857290647256,8,BotodOr,64,1.03350597466311,0.967580279665015,13.761071030559
1.23077082060926,7,BotodOr,74,1.01414128828091,0.986055899267366,12.0221705335061
1.256021813396,5,BotodOr,72,1.05631175155838,1.05631175155838,20.6283957604445
1.18185310273991,7,BotodOr,68,1.02870255711289,0.972098293219523,23.2100377643505
1.37738580121365,5,BotodOr,85,1.02793488471813,0.972824266270731,23.7243230306346
1.43050655729232,6,BotodOr,78,1.04463005705025,1.04463005705025,19.1849385211612
1.27306330525488,7,Buixol,68,1.09548034283445,1.09548034283445,18.3082267590569
1.28435785407124,10,Buixol,246,1.11740705308202,0.8949290209345,18.2787189401952
1.22282431796212,6,Buixol,68,1.01092715895562,1.01092715895562,18.6790677784905
1.20566371505608,7,Buixol,92,1.08459250758581,0.922005262811462,25.8858442253306
1.98038373796256,5,Buixol,232,1.0946370811074,0.91354478781985,49.1342972687368
1.20183845573254,6,Buixol,75,1.0198848828213,1.0198848828213,29.7902273583721
1.22678697542431,6,Buixol,270,1.12845706752253,0.886165746824071,18.3660722736479
1.2046637816863,8,Buixol,71,1.05074324930323,0.951707280216284,28.0226150479553
1.35720128825143,7,Buixol,182,1.03338988559072,1.03338988559072,34.6778923097789
1.34548640739554,7,Buixol,248,1.38044954838094,0.724401700281516,32.0621337063129
1.67979572777954,7,Buixol,227,1.03778951133033,0.963586535691728,32.6292062351491
1.24960141006932,6,Buixol,79,1.0699476682492,0.934625150065839,28.3701060461376
1.42337846078453,6,Buixol,183,1.03666965653595,0.96462744298074,31.1488498536177
1.30975903050666,6,Buixol,235,1.35725045283064,0.736783692290857,27.1201058491741
1.31800281832262,6,Buixol,60,1.108083467099,0.902459092380495,23.9437067995499
1.33124941557386,5,Buixol,59,1.20052941966814,0.832965842916556,21.8845829358102
1.16630203271295,6,Buixol,21,1.10871955004604,0.901941343019045,30.4777941469853
1.90143357633907,4,Buixol,272,1.1097527779417,0.901101596568868,50.4708487031387
1.82988527789978,4,Buixol,171,1.00028593491007,0.999714146825337,28.0169309356509
1.26395249140313,6,Buixol,248,1.0367523730364,0.964550480913041,22.5383982929742
1.37196614649651,6,Buixol,78,1.04089183901256,0.960714612719653,16.9960005146791
1.39937335609781,6,Buixol,243,1.15833817738014,0.86330574225028,32.5522326958201
2.07651354364311,4,Buixol,73,1.16014191287961,0.861963514030693,31.3726347421481
1.3834421951004,6,Buixol,105,1.06571193138195,1.06571193138195,44.6741205681415
1.52465106693016,6,Buixol,111,1.37938340763012,0.72496159839857,24.6738849411859
1.43225391067711,7,Buixol,63,1.02786830803842,1.02786830803842,28.9693338072284
1.6494121132437,6,Buixol,222,1.14455940457266,0.873698644216169,31.2875866965212
1.33043716659625,7,Buixol,65,1.14334110360654,1.14334110360654,32.1427316323169
2.1664723732351,5,Buixol,160,1.20597749379619,0.829202870819909,32.5302579954821
1.19772113288062,6,Buixol,247,1.20197396599421,0.831964774855045,26.8680470660147
1.21315288992997,6,Buixol,65,1.0771151660283,0.928405830258011,25.6486971331252
1.66994417381208,6,Buixol,81,1.19290090761692,0.838292597159407,69.2090750932785
1.25978723427051,6,Buixol,86,1.00352918448485,1.00352918448485,21.7708075631737
1.2421586311204,10,Buixol,80,1.05578827922492,1.05578827922492,18.2366892250878
1.31466451431881,7,Buixol,185,1.05872116136732,0.944535763041254,26.934730489418
1.42385917567442,7,Buixol,153,1.13369552915247,0.882071044901782,28.8358270438864
1.32480106146538,7,Buixol,50,1.02325371890945,0.977274728173743,32.6665440500276
1.2978210022226,6,Buixol,182,1.01939149470723,0.980977382283536,32.032174863388
1.71667300930508,5,Buixol,21,1.14066097989213,1.14066097989213,41.77333569719
1.32106159154246,9,Buixol,71,1.04916668849744,0.953137390810742,19.9210654803884
1.37079297668857,6,Buixol,67,1.58948339075893,0.629135230864245,38.3150160145701
1.99706529831977,5,Buixol,232,1.1285796563699,0.886069489517935,50.7734597822269
1.26874376527307,10,Buixol,89,1.21633916224314,0.822139113038036,18.292682688072
1.30881692005506,6,Buixol,83,1.16019080926476,0.861927186471789,26.0826454834787
1.30975903050666,6,Buixol,235,1.35725045283064,0.736783692290857,27.1201058491741
1.42742065985072,6,Buixol,228,1.62307868174169,0.616113076494187,26.6483712566568
1.28937883225408,9,Crocus,294,1.45058927663672,0.689375012007923,9.87057205411778
1.53676283615218,8,Crocus,91,1.08019526408972,1.08019526408972,20.9499289984606
1.49581187044313,7,Crocus,302,1.1977459325296,0.834901603788402,19.6892700975446
1.97088986059765,3,Crocus,96,1.069726137132,0.934818702926206,13.9033770068278
2.11106826082973,3,Crocus,241,1.04438174198157,0.957504291584646,39.0128682501148
1.32375709725879,4,Crocus,271,1.09136008603416,1.09136008603416,11.8870919136113
2.33316729106528,4,Crocus,72,1.51875360503851,0.658434651073401,23.7539117564139
1.45379100904027,6,Crocus,259,1.66034367520022,1.66034367520022,12.5626930614143
1.96557424630481,4,Crocus,290,1.37506819647049,1.37506819647049,21.6463674207463
2.27104398279564,3,Crocus,306,1.22866093374679,0.813894193697936,39.7275440852315
1.58924187393798,4,Crocus,273,1.51446980805947,1.51446980805947,15.1836465743167
1.75202784428992,6,Crocus,295,1.05065687486136,0.951785520017613,25.5514606424
1.36507048441309,8,Crocus,307,1.42786254192424,1.42786254192424,11.8360252181402
1.60228204131002,7,Crocus,200,1.17148827370854,1.17148827370854,13.9705469313394
1.80184686625694,4,Crocus,276,1.48135815145997,0.675056196919319,19.5763056536937
2.21569137983223,5,Crocus,227,1.01765024740841,0.982655880590252,39.5156419810588
1.42709516148485,3,Crocus,293,1.45012924991115,0.689593703500065,12.6548157662666
1.37668430125299,6,Crocus,300,1.06963735810322,0.934896292116509,20.8473980309423
1.45410545725882,4,Crocus,305,1.43780638124222,0.695503937836215,12.6556640071281
2.32892997706451,4,Crocus,62,1.07950814911842,0.926347800909749,31.4514001388567
1.42342389442803,8,Crocus,271,1.58582455288254,0.630586780979211,16.8720037896731
1.94015240456621,5,Crocus,282,1.11581487238085,1.11581487238085,19.1962750012286
2.16552137344509,3,Crocus,280,1.00670590762884,0.993338762017767,19.2685637396591
2.0063738109659,4,Crocus,229,1.13597573345843,0.880300494584988,49.4776055902223
1.56004706075468,6,Crocus,323,1.15484726297085,0.865915374321876,18.9780147610708
1.85555258144086,4,Crocus,310,1.26502754512576,0.79049662108392,24.283305227656
2.39127973370662,4,Crocus,298,1.22085872006737,1.22085872006737,37.1880121909922
1.71738153891313,4,Crocus,224,1.2533660711135,0.797851500090146,36.9894562373944
2.4191828016192,4,Crocus,319,1.06624566309306,0.937870168774344,80.9903785069938
2.13050434248637,5,Crocus,298,1.40080160320641,0.713876967095851,87.5803661583378
2.530831776855,4,Crocus,283,2.2090516294681,0.452682946229183,28.5960333635266
2.0169394734361,4,Crocus,304,1.69770318317249,0.589031115634302,71.9299778803146
1.63157577018753,5,Crocus,31,1.59846665357496,0.625599538009445,67.7902811677814
1.66572579482565,8,Crocus,337,1.10421166414078,0.905623471001939,52.7567852569736
1.5779881864361,4,Crocus,275,1.12982295780987,0.885094423942734,24.5355949046888
1.76840674496999,4,Crocus,284,1.03649686887309,0.964788249758279,37.4637530864198
1.85563966077304,3,Crocus,267,1.61611678350605,0.618767164728386,16.9150091049167
1.41760393831117,6,Crocus,314,1.12072693292199,1.12072693292199,11.1776274244475
1.27341021600417,12,DentdeLleo,78,1.04254725831171,0.959189132221582,24.2776661632466
1.10503734465851,11,DentdeLleo,70,1.20262123243898,0.831517000553818,61.6544187453705
2.05363669405944,4,DentdeLleo,78,1.10804928066291,0.902486935781173,78.5936445581043
1.10985224486141,13,DentdeLleo,72,1.22927669346883,0.813486504147538,40.8771230003701
1.80330940201443,4,DentdeLleo,71,1.11685029800736,0.895375147219066,71.7528982550464
1.71935715083402,4,DentdeLleo,77,1.13188218317916,0.883484177824286,71.4694049810338
1.19643502720489,14,DentdeLleo,80,1.03638704943347,0.964890482321872,69.2695185510088
1.1837395090556,9,DentdeLleo,74,1.33374928108376,0.749766102357283,52.9044615467413
2.01170225727668,5,DentdeLleo,80,1.10484712588154,0.905102594354053,62.3094708655006
1.47533772289242,6,DentdeLleo,78,1.05955639288826,0.943791200460873,66.9678903992294
1.23590796214741,10,DentdeLleo,80,1.02715795591089,0.973560097787681,79.300888572207
1.99172080468961,3,DentdeLleo,74,1.8286843826471,0.546841220655288,45.6818600509687
1.10302840307124,14,DentdeLleo,74,1.3084024184273,0.764290852658316,65.1464109978187
1.25901162414012,11,DentdeLleo,71,1.36007636579316,0.735252832231097,43.8868388489587
1.1751996598318,12,DentdeLleo,78,1.32951150831856,0.752155956336705,75.0050647023691
1.11894431968605,13,DentdeLleo,74,1.14336005390354,0.874615128091896,40.7284280520772
1.90381166764308,5,DentdeLleo,66,1.00753830489369,1.00753830489369,57.6178821178821
1.33526716091336,7,DentdeLleo,59,1.54670452539594,0.646535898473569,74.0413863856278
1.3755574860095,6,DentdeLleo,70,1.11022076263949,0.90072176061863,159.223284632449
1.25222732834373,9,DentdeLleo,76,1.4666445854688,0.681828446992399,35.9994806744602
1.48311913948112,8,DentdeLleo,77,1.20758614822892,0.828098269814229,108.103734467855
1.25521979636847,8,DentdeLleo,66,1.00664532152424,1.00664532152424,39.3043078301076
1.15196456312129,13,DentdeLleo,80,1.01720869639758,0.983082432878798,96.0204125026579
1.15712629532106,13,DentdeLleo,76,1.0844397027038,0.922135179583277,38.2080473938881
1.14416066845316,12,DentdeLleo,77,1.08170306424276,0.924468121665203,28.5134317091405
1.2723217023996,12,DentdeLleo,75,1.1017271661664,0.907665736771861,137.732228864524
1.31063000697561,9,DentdeLleo,69,1.33232399509203,0.75056818287726,83.4495534065731
1.19227138172305,11,DentdeLleo,79,1.07685420699327,0.928630815114836,47.8537939543492
1.15224733306501,13,DentdeLleo,76,1.17325260645358,0.852331368794248,27.6544300205718
1.14145954669793,11,DentdeLleo,70,1.11087227196714,0.900193501300732,24.9118733462379
1.22342668394666,12,DentdeLleo,70,1.19154992934544,0.839243052575508,71.6808156835288
2.05262537409644,5,DentdeLleo,76,1.10684449486734,0.903469281039209,156.11766583261
1.12672014062276,14,DentdeLleo,74,1.22754036042431,0.814637165701293,45.4848147449204
1.43944150302585,10,DentdeLleo,73,1.01599529577484,0.98425652575228,74.9389968256079
1.30771860713155,10,DentdeLleo,73,1.64263892551729,0.608776514707934,62.8408363534349
1.19647391608774,14,DentdeLleo,75,1.0226341201377,1.0226341201377,40.5941394737056
1.14920824166646,14,DentdeLleo,91,1.00775433878708,1.00775433878708,132.755400369457
1.13676541744595,9,DentdeLleo,65,1.24418715485026,0.803737601776118,29.8504167356626
1.47173157163583,6,DentdeLleo,80,2.1349156554969,0.468402579476728,37.9194563591842
1.87947860260357,5,DentdeLleo,83,1.11492832562,0.896918642231025,42.1959051061775
1.11170936580357,11,DentdeLleo,70,1.21477841534324,0.823195397094247,52.1743019588401
2.65976815426884,4,Fadrins,73,1.30736208413044,0.764899037641224,19.7640543499259
4.10539833302337,4,Fadrins,68,1.15055591761688,1.15055591761688,24.1958289148109
1.5464949829314,4,Fadrins,299,1.99916326940603,1.99916326940603,15.7978976056064
2.36334021430857,4,Fadrins,108,1.05791614415844,1.05791614415844,46.4517152488598
2.16422726396272,4,Fadrins,81,1.36796532604576,0.731012680628828,25.8823214763306
2.37725381722939,5,Fadrins,21,1.13496404239452,0.881085182126317,31.6716463755166
1.91346854272465,5,Fadrins,227,1.56007143818865,0.640996287427113,17.8871084163418
1.83468046059816,5,Fadrins,47,1.02137470829024,1.02137470829024,16.7438721956284
2.58567778810858,3,Fadrins,93,1.40084974031225,1.40084974031225,51.5578274760383
2.13927317362117,4,Fadrins,87,1.06444761168197,1.06444761168197,22.1357123250069
1.93182345759691,5,Fadrins,227,1.04300605564501,1.04300605564501,22.7573059725327
2.30431026424634,4,Fadrins,94,2.39280239094367,2.39280239094367,22.2250060226451
2.56450807318273,3,Fadrins,21,1.65694813069038,0.603519193798384,18.3622635904545
2.16981132884528,4,Fadrins,107,1.02280671411807,0.977701833784168,36.9992069785884
2.63608603425127,4,Fadrins,233,1.17217371530835,1.17217371530835,33.0058056992191
2.01948492817502,7,Fadrins,227,1.59338627956485,0.627594207898601,17.7651205668631
1.96621572530863,4,Fadrins,152,1.97244746530308,1.97244746530308,38.9684801264064
2.63788638364807,4,Fadrins,94,1.06633894060126,1.06633894060126,30.6399075338867
3.04054884223495,5,Fadrins,87,1.81887395333353,1.81887395333353,21.1839864912404
2.43374081712042,4,Fadrins,243,1.6267057847596,0.614739315104718,26.1723642510036
1.85048288361423,6,Fadrins,86,1.3981534267999,1.3981534267999,20.9104102442495
3.15708689114939,3,Fadrins,183,1.79540524030352,0.556977320524555,43.340885532356
2.04917436694295,4,Fadrins,271,2.15355132956231,2.15355132956231,27.3400343142015
1.78315722656904,4,Fadrins,223,1.04886361606657,0.953412802848653,58.3333611511821
1.98923394103672,3,Fadrins,262,1.0404934223485,0.961082481177917,22.2141074366101
2.06039593660369,4,Fadrins,80,1.09674648740916,0.911787738989981,24.6923076923077
2.0765006537244,4,Fadrins,220,1.14417522311554,0.873992007340483,32.595652173913
2.22884102662935,4,Fadrins,102,1.01465132687284,1.01465132687284,74.7939698492462
1.97094439395788,7,Fadrins,89,1.05510718931424,1.05510718931424,57.4811413902054
2.06365647939354,4,Fadrins,42,1.90432115153008,1.90432115153008,30.0518828451883
2.5119844445836,5,Fadrins,45,2.0760894479974,0.481674814620633,40.2890055150329
2.49854450692076,3,Fadrins,69,1.34822891695353,0.741713804996566,25.9156832889227
1.76262173167387,4,Fadrins,91,1.27183718270509,1.27183718270509,16.3041910331384
2.06340123776704,3,Fadrins,103,1.18145396468151,0.846414697393285,44.4472994501259
2.28281290820434,2,Fadrins,104,1.38106581716837,0.724078452720178,34.9402319357716
1.77552733506774,4,Fadrins,82,6.03217942279211,6.03217942279211,12.8124103299857
1.76893309370836,5,Fadrins,92,1.65661727554789,1.65661727554789,16.19120441589
2.71681716283436,4,Fadrins,217,1.40414628037229,0.712176511791113,16.1895231465367
1.78016967140986,3,Fritillaria,343,1.63157901220509,1.63157901220509,14.4229499249557
1.34957704130367,5,Fritillaria,331,1.07556333334597,1.07556333334597,16.9585091989778
1.47267530527208,6,Fritillaria,360,1.03284072644286,0.968203493915307,15.0944635498962
1.65372566508471,6,Fritillaria,31,2.4268630284598,2.4268630284598,15.6938643144377
1.51177473388353,6,Fritillaria,360,1.03386249265538,0.967246618485592,21.7749938185115
2.10508354160693,2,Fritillaria,360,3.61652656108044,3.61652656108044,13.9064377946932
1.75648956105783,7,Fritillaria,360,1.00084257214074,1.00084257214074,38.7459119328809
1.8026002725383,5,Fritillaria,360,1.47786796382806,0.676650434596161,29.3067814416366
1.48134366341941,4,Fritillaria,357,1.38762781454783,1.38762781454783,16.1066410607622
1.4106161710897,7,Fritillaria,360,1.00036285658638,0.999637275030768,14.8940735897283
1.42368731577557,7,Fritillaria,86,1.01968964420938,0.980690551952554,19.8775680388143
1.65740567164239,5,Fritillaria,359,1.11436610714345,0.897371154407581,28.5817833743172
1.64228441136837,5,Fritillaria,333,3.02697139579229,3.02697139579229,16.9259290743968
1.56371575475934,3,Fritillaria,360,1.0606048841405,0.942858188712178,16.222329795372
1.61379762321134,5,Fritillaria,360,1.01055679003168,1.01055679003168,23.4950096206862
1.64741195336703,4,Fritillaria,355,1.78342770553373,1.78342770553373,15.2874134808202
1.30890786312021,8,Fritillaria,360,1.00177198026315,1.00177198026315,17.4468970764047
1.40536921129705,7,Fritillaria,26,1.06121582825303,1.06121582825303,17.2552608405823
1.38368167506961,8,Fritillaria,360,1.09035985557841,1.09035985557841,14.0333875203201
1.79215531821546,5,Fritillaria,343,1.3003376286631,0.769031040829078,25.4568489829843
1.63768049526909,5,Fritillaria,360,1.02821499408712,1.02821499408712,17.1667858935073
1.506070090722,5,Fritillaria,342,1.4967609452085,1.4967609452085,19.3659458945567
1.35937609141629,6,Fritillaria,342,1.00361836808726,1.00361836808726,18.9995023153157
1.65140089525179,5,Fritillaria,350,2.41796862730313,2.41796862730313,16.8597475944778
1.39367640875466,4,Fritillaria,354,1.00645049566524,1.00645049566524,19.2817925825092
1.61641096519379,6,Fritillaria,360,1.02459654377192,0.975993922757758,21.0280592361652
1.784980000863,7,Fritillaria,360,2.77444819343516,2.77444819343516,22.2915753282415
1.56634057227181,9,Fritillaria,317,1.78723089150255,1.78723089150255,17.9713654818719
1.36424366567205,5,Fritillaria,332,1.07185264797582,0.932964061700536,17.3986647750981
2.55941676692937,3,Fritillaria,360,1.18195982439343,0.84605244557546,51.0001347694923
1.29343734412091,8,Fritillaria,340,2.17893374200925,2.17893374200925,21.6610290325516
1.73318038541077,4,Fritillaria,82,2.06185787002934,2.06185787002934,18.9648539685471
1.64638565553295,5,Fritillaria,332,1.9344896722955,1.9344896722955,16.2210296163785
1.62230369835209,7,Fritillaria,360,1.00473841611236,1.00473841611236,25.4397596394592
1.64737149684376,5,Fritillaria,355,1.44941924192794,1.44941924192794,15.0177634020892
1.39827491689829,4,Fritillaria,81,2.76053589208955,2.76053589208955,15.1989610228015
1.38977550562515,9,Fritillaria,360,1.00808737804117,1.00808737804117,18.881133791114
1.42795723544438,8,Fritillaria,89,1.29794212307061,1.29794212307061,17.5710120881726
1.39580559933623,6,Fritillaria,27,1.24800155155376,1.24800155155376,19.094241491592
1.57887734433848,7,Fritillaria,360,1.24594739127503,1.24594739127503,19.3993150083428
